Data,mls_Zamkniecie,snx_Zamkniecie,grn_Zamkniecie,clc_Zamkniecie,pen_Zamkniecie,nvv_Zamkniecie,01c_Zamkniecie,sum,ieo_pv
2021-04-06,1139.47,68.685,55.76,1392.93,798.0,71.92,100.17,3626.9350000000004,26217.61
2021-04-07,1116.5,71.225,57.605,1434.42,822.0,71.59,98.14,3671.48,26539.61
2021-04-08,1116.5,71.73,57.6825,1394.115,822.0,70.91,99.41,3632.3475,26256.74
2021-04-09,1090.98,73.15,57.5275,1395.895,828.0,70.32,97.51,3613.3825,26119.65
2021-04-12,1167.54,74.47,57.6825,1401.82,810.0,68.64,98.65,3678.8025,26592.54
2021-04-13,1154.78,71.02,55.22,1395.895,828.0,69.9,98.65,3673.465,26553.96
2021-04-14,1110.12,72.035,55.375,1392.34,834.0,69.9,98.14,3631.91,26253.58
2021-04-15,1122.88,71.02,55.6825,1404.785,840.0,72.93,97.38,3664.6775000000002,26490.44
2021-04-16,1129.26,73.66,55.76,1387.595,792.0,69.9,96.37,3604.545,26055.77
2021-04-19,940.41,72.645,54.145,1351.44,780.0,71.16,92.69,3362.4900000000002,24306.05
2021-04-20,867.68,69.5,53.4525,1304.615,762.0,69.48,92.18,3218.9075,23268.15
2021-04-21,893.2,67.47,53.0675,1284.46,732.0,68.47,91.93,3190.5975,23063.51
2021-04-22,914.89,70.31,56.835,1317.655,750.0,69.06,93.32,3272.07,23652.44
2021-04-23,854.92,68.585,55.835,1280.31,750.0,68.81,90.28,3168.7400000000002,22905.51
2021-04-26,848.54,70.005,58.45,1229.93,744.0,68.22,88.76,3107.905,22465.76
2021-04-27,835.78,69.5,58.2975,1274.385,738.0,69.56,88.76,3134.2825000000003,22656.43
2021-04-28,784.74,70.515,55.835,1277.345,720.0,68.22,88.0,3064.6549999999997,22153.12
2021-04-29,784.74,70.715,56.76,1282.68,726.0,69.48,90.03,3080.405,22266.97
2021-04-30,831.95,70.815,58.22,1282.09,702.0,69.23,92.05,3106.355,22454.56
2021-05-04,823.02,64.935,56.99,1254.825,720.0,68.05,91.29,3079.11,22257.61
2021-05-05,797.5,63.515,58.0675,1261.935,720.0,65.77,94.34,3061.1275,22127.63
2021-05-06,816.64,60.875,57.22,1244.745,714.0,65.69,94.34,3053.51,22072.56
2021-05-07,829.4,59.86,57.6825,1243.56,726.0,65.19,94.97,3076.6625,22239.92
2021-05-10,861.3,59.15,59.605,1202.66,720.0,69.65,94.46,3066.8250000000003,22168.81
2021-05-11,871.51,61.89,58.2975,1176.58,702.0,68.98,94.59,3033.8475000000003,21930.43
2021-05-12,875.34,65.745,57.2975,1185.475,708.0,68.22,97.89,3057.9674999999997,22104.78
2021-05-13,997.83,66.15,56.145,1180.73,708.0,69.06,97.89,3175.805,22956.58
2021-05-14,979.97,66.355,56.9125,1253.045,714.0,69.4,99.54,3239.2225000000003,23415.0
2021-05-17,912.34,65.34,57.605,1200.885,708.0,60.97,97.0,3102.14,22424.09
2021-05-18,880.44,64.935,57.2975,1167.69,708.0,59.96,93.32,3031.6425000000004,21914.49
2021-05-19,823.02,63.515,56.145,1105.455,708.0,59.04,92.94,2908.115,21021.56
2021-05-20,848.54,62.395,56.6825,1111.38,702.0,60.22,93.45,2934.6674999999996,21213.5
